market,epiweek,year,forecast_date,target,target_end_date,location,type,quantile,value
Bragg/Pope,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Bragg_Pope,quantile,0.95,1.7
Bragg/Pope,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Bragg_Pope,quantile,0.975,2.4
Bragg/Pope,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Bragg_Pope,quantile,0.99,2.5
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.01,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.025,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.05,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.1,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.15,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.2,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.25,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.3,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.35,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.4,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.45,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.5,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.55,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,point,NA,0
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.6,0.1
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.65,0.3
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.7,0.6
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.75,0.7
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.8,0.9
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.85,1.2
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.9,1.7
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.95,1.7
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.975,1.9
Bragg/Pope,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Bragg_Pope,quantile,0.99,2.5
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.01,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.025,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.05,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.1,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.15,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.2,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.25,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.3,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.35,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.4,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.45,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.5,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.55,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,point,NA,0
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.6,0.1
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.65,0.3
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.7,0.6
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.75,0.8
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.8,1
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.85,1.4
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.9,1.9
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.95,2
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.975,2.3
Bragg/Pope,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Bragg_Pope,quantile,0.99,3
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.01,0.4
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.025,0.5
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.05,0.6
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.1,0.8
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.15,0.8
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.2,0.9
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.25,1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.3,1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.35,1.1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.4,1.1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.45,1.2
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.5,1.2
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.55,1.2
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.6,1.3
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.65,1.3
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.7,1.4
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.75,1.5
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,point,NA,1.5
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.8,1.6
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.85,1.8
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.9,2.1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.95,2.4
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.975,3.1
Campbell,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Campbell,quantile,0.99,3.9
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.01,0.2
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.025,0.4
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.05,0.5
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.1,0.6
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.15,0.7
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.2,0.8
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.25,0.9
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.3,1
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.35,1.1
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.4,1.1
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.45,1.2
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.5,1.2
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.55,1.3
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.6,1.4
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.65,1.4
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.7,1.5
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.75,1.6
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,point,NA,1.6
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.8,1.7
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.85,1.9
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.9,2.3
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.95,2.6
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.975,3.4
Campbell,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Campbell,quantile,0.99,4.2
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.01,0.2
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.025,0.3
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.05,0.4
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.1,0.6
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.15,0.7
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.2,0.8
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.25,0.9
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.3,1
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.35,1.1
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.4,1.1
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.45,1.2
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.5,1.3
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.55,1.3
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.6,1.4
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.65,1.5
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.7,1.6
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,point,NA,1.6
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.75,1.7
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.8,1.8
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.85,2
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.9,2.4
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.95,2.8
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.975,3.5
Campbell,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Campbell,quantile,0.99,4.4
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.01,0.2
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.025,0.3
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.05,0.4
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.1,0.5
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.15,0.7
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.2,0.8
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.25,0.9
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.3,1
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.35,1.1
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.4,1.2
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.45,1.2
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.5,1.3
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.55,1.4
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.6,1.5
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.65,1.5
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.7,1.6
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,point,NA,1.7
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.75,1.8
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.8,1.9
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.85,2.1
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.9,2.5
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.95,3
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.975,3.7
Campbell,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Campbell,quantile,0.99,4.5
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.01,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.025,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.05,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.1,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.15,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.2,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.25,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.3,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.35,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.4,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.45,0
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.5,0.1
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.55,0.1
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,point,NA,0.1
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.6,0.2
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.65,0.6
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.7,0.6
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.75,0.7
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.8,0.7
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.85,1
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.9,1.7
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.95,1.8
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.975,1.9
Colorado Springs,40,2022,10/5/2022,1 wk ahead CLI pct,10/8/2022,Colorado_Springs,quantile,0.99,3.3
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.01,0
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.025,0
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.05,0.1
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.1,0.1
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.15,0.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.2,0.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.25,0.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.3,0.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.35,0.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.4,0.3
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.45,0.3
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.5,0.4
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.55,0.4
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,point,NA,0.4
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.6,0.5
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.65,0.9
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.7,1
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.75,1.1
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.8,1.2
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.85,1.4
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.9,2.1
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.95,2.3
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.975,2.4
Colorado Springs,41,2022,10/5/2022,2 wk ahead CLI pct,10/15/2022,Colorado_Springs,quantile,0.99,3.9
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.01,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.025,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.05,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.1,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.15,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.2,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.25,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.3,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.35,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.4,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.45,0
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.5,0.1
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.55,0.1
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,point,NA,0.1
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.6,0.2
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.65,0.6
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.7,0.6
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.75,0.7
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.8,0.7
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.85,0.9
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.9,1.6
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.95,1.8
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.975,1.9
Colorado Springs,42,2022,10/5/2022,3 wk ahead CLI pct,10/22/2022,Colorado_Springs,quantile,0.99,3.3
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.01,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.025,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.05,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.1,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.15,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.2,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.25,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.3,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.35,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.4,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.45,0
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.5,0.1
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.55,0.1
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.6,0.1
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,point,NA,0.1
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.65,0.6
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.7,0.6
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.75,0.8
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.8,0.8
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.85,1
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.9,1.8
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.95,2
Colorado Springs,43,2022,10/5/2022,4 wk ahead CLI pct,10/29/2022,Colorado_Springs,quantile,0.975,2.3
